Entry	Entry name	Status	Gene names	Organism	Length	Mass	Gene encoded by	Version (sequence)
O76009	KT33A_HUMAN	reviewed	KRT33A HHA3-I HKA3A KRTHA3A	Homo sapiens (Human)	404	45,940		2
O76011	KRT34_HUMAN	reviewed	KRT34 HHA4 HKA4 KRTHA4	Homo sapiens (Human)	436	49,424		2
O76013	KRT36_HUMAN	reviewed	KRT36 HHA6 HKA6 KRTHA6	Homo sapiens (Human)	467	52,247		1
O76015	KRT38_HUMAN	reviewed	KRT38 HHA8 HKA8 KRTHA8	Homo sapiens (Human)	456	50,480		3
O76031	CLPX_HUMAN	reviewed	CLPX	Homo sapiens (Human)	633	69,224		2
O76041	NEBL_HUMAN	reviewed	NEBL LNEBL	Homo sapiens (Human)	1014	116,453		1
O76064	RNF8_HUMAN	reviewed	RNF8 KIAA0646	Homo sapiens (Human)	485	55,518		1
O76094	SRP72_HUMAN	reviewed	SRP72	Homo sapiens (Human)	671	74,606		3
O94760	DDAH1_HUMAN	reviewed	DDAH1 DDAH	Homo sapiens (Human)	285	31,122		3
O94808	GFPT2_HUMAN	reviewed	GFPT2	Homo sapiens (Human)	682	76,931		3
O94826	TOM70_HUMAN	reviewed	TOMM70 KIAA0719 TOM70 TOMM70A	Homo sapiens (Human)	608	67,455		1
O94855	SC24D_HUMAN	reviewed	SEC24D KIAA0755	Homo sapiens (Human)	1032	113,010		2
O94875	SRBS2_HUMAN	reviewed	SORBS2 ARGBP2 KIAA0777	Homo sapiens (Human)	1100	124,108		3
O94901	SUN1_HUMAN	reviewed	SUN1 KIAA0810 UNC84A	Homo sapiens (Human)	812	90,064		3
O94903	PLPHP_HUMAN	reviewed	PLPBP PROSC	Homo sapiens (Human)	275	30,344		1
O94905	ERLN2_HUMAN	reviewed	ERLIN2 C8orf2 SPFH2 UNQ2441/PRO5003/PRO9924	Homo sapiens (Human)	339	37,840		1
O94925	GLSK_HUMAN	reviewed	GLS GLS1 KIAA0838	Homo sapiens (Human)	669	73,461		1
O94973	AP2A2_HUMAN	reviewed	AP2A2 ADTAB CLAPA2 HIP9 HYPJ KIAA0899	Homo sapiens (Human)	939	103,960		2
O94979	SC31A_HUMAN	reviewed	SEC31A KIAA0905 SEC31L1 HSPC275 HSPC334	Homo sapiens (Human)	1220	133,015		3
O95084	PRS23_HUMAN	reviewed	PRSS23 ZSIG13 UNQ270/PRO307	Homo sapiens (Human)	383	43,001		1
O95139	NDUB6_HUMAN	reviewed	NDUFB6	Homo sapiens (Human)	128	15,489		3
O95140	MFN2_HUMAN	reviewed	MFN2 CPRP1 KIAA0214	Homo sapiens (Human)	757	86,402		3
O95153	RIMB1_HUMAN	reviewed	TSPOAP1 BZRAP1 KIAA0612 RBP1 RIMBP1	Homo sapiens (Human)	1857	200,051		2
O95167	NDUA3_HUMAN	reviewed	NDUFA3	Homo sapiens (Human)	84	9,279		1
O95168	NDUB4_HUMAN	reviewed	NDUFB4	Homo sapiens (Human)	129	15,209		3
O95169	NDUB8_HUMAN	reviewed	NDUFB8	Homo sapiens (Human)	186	21,766		1
O95178	NDUB2_HUMAN	reviewed	NDUFB2	Homo sapiens (Human)	105	12,058		1
O95182	NDUA7_HUMAN	reviewed	NDUFA7	Homo sapiens (Human)	113	12,551		3
O95197	RTN3_HUMAN	reviewed	RTN3 ASYIP NSPL2	Homo sapiens (Human)	1032	112,611		2
O95202	LETM1_HUMAN	reviewed	LETM1	Homo sapiens (Human)	739	83,354		1
O95210	STBD1_HUMAN	reviewed	STBD1 GENX-3414	Homo sapiens (Human)	358	39,007		1
O95218	ZRAB2_HUMAN	reviewed	ZRANB2 ZIS ZNF265	Homo sapiens (Human)	330	37,404		2
O95232	LC7L3_HUMAN	reviewed	LUC7L3 CREAP1 CROP O48	Homo sapiens (Human)	432	51,466		2
O95292	VAPB_HUMAN	reviewed	VAPB UNQ484/PRO983	Homo sapiens (Human)	243	27,228		3
O95298	NDUC2_HUMAN	reviewed	NDUFC2 HLC1	Homo sapiens (Human)	119	14,188		1
O95299	NDUAA_HUMAN	reviewed	NDUFA10	Homo sapiens (Human)	355	40,751		1
O95302	FKBP9_HUMAN	reviewed	FKBP9 FKBP60 FKBP63	Homo sapiens (Human)	570	63,084		2
O95319	CELF2_HUMAN	reviewed	CELF2 BRUNOL3 CUGBP2 ETR3 NAPOR	Homo sapiens (Human)	508	54,285		1
O95336	6PGL_HUMAN	reviewed	PGLS	Homo sapiens (Human)	258	27,547		2
O95340	PAPS2_HUMAN	reviewed	PAPSS2 ATPSK2	Homo sapiens (Human)	614	69,501		2
O95359	TACC2_HUMAN	reviewed	TACC2	Homo sapiens (Human)	2948	309,427		3
O95372	LYPA2_HUMAN	reviewed	LYPLA2 APT2	Homo sapiens (Human)	231	24,737		1
O95373	IPO7_HUMAN	reviewed	IPO7 RANBP7	Homo sapiens (Human)	1038	119,517		1
O95394	AGM1_HUMAN	reviewed	PGM3 AGM1	Homo sapiens (Human)	542	59,852		1
O95425	SVIL_HUMAN	reviewed	SVIL	Homo sapiens (Human)	2214	247,746		2
O95433	AHSA1_HUMAN	reviewed	AHSA1 C14orf3 HSPC322	Homo sapiens (Human)	338	38,274		1
O95445	APOM_HUMAN	reviewed	APOM G3A NG20 HSPC336	Homo sapiens (Human)	188	21,253		2
O95497	VNN1_HUMAN	reviewed	VNN1	Homo sapiens (Human)	513	57,012		2
O95563	MPC2_HUMAN	reviewed	MPC2 BRP44	Homo sapiens (Human)	127	14,279		1
O95571	ETHE1_HUMAN	reviewed	ETHE1 HSCO	Homo sapiens (Human)	254	27,873		2
O95573	ACSL3_HUMAN	reviewed	ACSL3 ACS3 FACL3 LACS3	Homo sapiens (Human)	720	80,420		3
O95613	PCNT_HUMAN	reviewed	PCNT KIAA0402 PCNT2	Homo sapiens (Human)	3336	378,037		4
O95747	OXSR1_HUMAN	reviewed	OXSR1 KIAA1101 OSR1	Homo sapiens (Human)	527	58,022		1
O95757	HS74L_HUMAN	reviewed	HSPA4L APG1 OSP94	Homo sapiens (Human)	839	94,512		3
O95777	LSM8_HUMAN	reviewed	LSM8	Homo sapiens (Human)	96	10,403		3
O95782	AP2A1_HUMAN	reviewed	AP2A1 ADTAA CLAPA1	Homo sapiens (Human)	977	107,546		3
O95786	DDX58_HUMAN	reviewed	DDX58	Homo sapiens (Human)	925	106,600		2
O95793	STAU1_HUMAN	reviewed	STAU1 STAU	Homo sapiens (Human)	577	63,182		2
O95810	CAVN2_HUMAN	reviewed	CAVIN2 SDPR	Homo sapiens (Human)	425	47,173		3
O95816	BAG2_HUMAN	reviewed	BAG2	Homo sapiens (Human)	211	23,772		1
O95817	BAG3_HUMAN	reviewed	BAG3 BIS	Homo sapiens (Human)	575	61,595		3
O95819	M4K4_HUMAN	reviewed	MAP4K4 HGK KIAA0687 NIK	Homo sapiens (Human)	1239	142,101		2
O95822	DCMC_HUMAN	reviewed	MLYCD	Homo sapiens (Human)	493	55,003		3
O95831	AIFM1_HUMAN	reviewed	AIFM1 AIF PDCD8	Homo sapiens (Human)	613	66,901		1
O95834	EMAL2_HUMAN	reviewed	EML2 EMAP2 EMAPL2	Homo sapiens (Human)	649	70,679		1
O95861	BPNT1_HUMAN	reviewed	BPNT1	Homo sapiens (Human)	308	33,392		1
O95865	DDAH2_HUMAN	reviewed	DDAH2 DDAH G6A NG30	Homo sapiens (Human)	285	29,644		1
O95881	TXD12_HUMAN	reviewed	TXNDC12 TLP19 UNQ713/PRO1376	Homo sapiens (Human)	172	19,206		1
O96000	NDUBA_HUMAN	reviewed	NDUFB10	Homo sapiens (Human)	172	20,777		3
O96005	CLPT1_HUMAN	reviewed	CLPTM1	Homo sapiens (Human)	669	76,097		1
O96008	TOM40_HUMAN	reviewed	TOMM40 C19orf1 PEREC1 TOM40	Homo sapiens (Human)	361	37,893		1
P00167	CYB5_HUMAN	reviewed	CYB5A CYB5	Homo sapiens (Human)	134	15,330		2
P00338	LDHA_HUMAN	reviewed	LDHA PIG19	Homo sapiens (Human)	332	36,689		2
P00367	DHE3_HUMAN	reviewed	GLUD1 GLUD	Homo sapiens (Human)	558	61,398		2
P00387	NB5R3_HUMAN	reviewed	CYB5R3 DIA1	Homo sapiens (Human)	301	34,235		3
P00390	GSHR_HUMAN	reviewed	GSR GLUR GRD1	Homo sapiens (Human)	522	56,257		2
P00403	COX2_HUMAN	reviewed	MT-CO2 COII COX2 COXII MTCO2	Homo sapiens (Human)	227	25,565	Mitochondrion	1
P00441	SODC_HUMAN	reviewed	SOD1	Homo sapiens (Human)	154	15,936		2
P00450	CERU_HUMAN	reviewed	CP	Homo sapiens (Human)	1065	122,205		1
P00488	F13A_HUMAN	reviewed	F13A1 F13A	Homo sapiens (Human)	732	83,267		4
P00491	PNPH_HUMAN	reviewed	PNP NP	Homo sapiens (Human)	289	32,118		2
P00492	HPRT_HUMAN	reviewed	HPRT1 HPRT	Homo sapiens (Human)	218	24,579		2
P00505	AATM_HUMAN	reviewed	GOT2 KYAT4	Homo sapiens (Human)	430	47,518		3
P00558	PGK1_HUMAN	reviewed	PGK1 PGKA MIG10 OK/SW-cl.110	Homo sapiens (Human)	417	44,615		3
P00568	KAD1_HUMAN	reviewed	AK1	Homo sapiens (Human)	194	21,635		3
P00734	THRB_HUMAN	reviewed	F2	Homo sapiens (Human)	622	70,037		2
P00740	FA9_HUMAN	reviewed	F9	Homo sapiens (Human)	461	51,778		2
P00742	FA10_HUMAN	reviewed	F10	Homo sapiens (Human)	488	54,732		2
P00747	PLMN_HUMAN	reviewed	PLG	Homo sapiens (Human)	810	90,569		2
P00846	ATP6_HUMAN	reviewed	MT-ATP6 ATP6 ATPASE6 MTATP6	Homo sapiens (Human)	226	24,817	Mitochondrion	1
P00918	CAH2_HUMAN	reviewed	CA2	Homo sapiens (Human)	260	29,246		2
P00966	ASSY_HUMAN	reviewed	ASS1 ASS	Homo sapiens (Human)	412	46,530		2
P01008	ANT3_HUMAN	reviewed	SERPINC1 AT3 PRO0309	Homo sapiens (Human)	464	52,602		1
P01023	A2MG_HUMAN	reviewed	A2M CPAMD5 FWP007	Homo sapiens (Human)	1474	163,291		3
P01024	CO3_HUMAN	reviewed	C3 CPAMD1	Homo sapiens (Human)	1663	187,148		2
P01031	CO5_HUMAN	reviewed	C5 CPAMD4	Homo sapiens (Human)	1676	188,305		4
P01033	TIMP1_HUMAN	reviewed	TIMP1 CLGI TIMP	Homo sapiens (Human)	207	23,171		1
P01034	CYTC_HUMAN	reviewed	CST3	Homo sapiens (Human)	146	15,799		1
P01042	KNG1_HUMAN	reviewed	KNG1 BDK KNG	Homo sapiens (Human)	644	71,957		2
P01160	ANF_HUMAN	reviewed	NPPA ANP PND	Homo sapiens (Human)	151	16,396		2
P01344	IGF2_HUMAN	reviewed	IGF2 PP1446	Homo sapiens (Human)	180	20,140		1
P01584	IL1B_HUMAN	reviewed	IL1B IL1F2	Homo sapiens (Human)	269	30,748		2
P01834	IGKC_HUMAN	reviewed	IGKC	Homo sapiens (Human)	107	11,765		2
P01857	IGHG1_HUMAN	reviewed	IGHG1	Homo sapiens (Human)	330	36,106		1
P01859	IGHG2_HUMAN	reviewed	IGHG2	Homo sapiens (Human)	326	35,901		2
P01860	IGHG3_HUMAN	reviewed	IGHG3	Homo sapiens (Human)	377	41,287		2
P01876	IGHA1_HUMAN	reviewed	IGHA1	Homo sapiens (Human)	353	37,655		2
P02144	MYG_HUMAN	reviewed	MB	Homo sapiens (Human)	154	17,184		2
P02452	CO1A1_HUMAN	reviewed	COL1A1	Homo sapiens (Human)	1464	138,941		5
P02461	CO3A1_HUMAN	reviewed	COL3A1	Homo sapiens (Human)	1466	138,564		4
P02462	CO4A1_HUMAN	reviewed	COL4A1	Homo sapiens (Human)	1669	160,611		4
P02511	CRYAB_HUMAN	reviewed	CRYAB CRYA2 HSPB5	Homo sapiens (Human)	175	20,159		2
P02533	K1C14_HUMAN	reviewed	KRT14	Homo sapiens (Human)	472	51,561		4
P02538	K2C6A_HUMAN	reviewed	KRT6A K6A KRT6D	Homo sapiens (Human)	564	60,045		3
P02545	LMNA_HUMAN	reviewed	LMNA LMN1	Homo sapiens (Human)	664	74,139		1
P02549	SPTA1_HUMAN	reviewed	SPTA1 SPTA	Homo sapiens (Human)	2419	280,014		5
P02647	APOA1_HUMAN	reviewed	APOA1	Homo sapiens (Human)	267	30,778		1
P02649	APOE_HUMAN	reviewed	APOE	Homo sapiens (Human)	317	36,154		1
P02656	APOC3_HUMAN	reviewed	APOC3	Homo sapiens (Human)	99	10,852		1
P02748	CO9_HUMAN	reviewed	C9	Homo sapiens (Human)	559	63,173		2
P02749	APOH_HUMAN	reviewed	APOH B2G1	Homo sapiens (Human)	345	38,298		3
P02751	FINC_HUMAN	reviewed	FN1 FN	Homo sapiens (Human)	2477	272,320		5
P02753	RET4_HUMAN	reviewed	RBP4 PRO2222	Homo sapiens (Human)	201	23,010		3
P02765	FETUA_HUMAN	reviewed	AHSG FETUA PRO2743	Homo sapiens (Human)	367	39,341		2
P02768	ALBU_HUMAN	reviewed	ALB GIG20 GIG42 PRO0903 PRO1708 PRO2044 PRO2619 PRO2675 UNQ696/PRO1341	Homo sapiens (Human)	609	69,367		2
P02771	FETA_HUMAN	reviewed	AFP HPAFP	Homo sapiens (Human)	609	68,678		1
P02774	VTDB_HUMAN	reviewed	GC	Homo sapiens (Human)	474	52,918		2
P02786	TFR1_HUMAN	reviewed	TFRC	Homo sapiens (Human)	760	84,871		2
P02787	TRFE_HUMAN	reviewed	TF PRO1400	Homo sapiens (Human)	698	77,064		3
P02788	TRFL_HUMAN	reviewed	LTF GIG12 LF	Homo sapiens (Human)	710	78,182		6
P02790	HEMO_HUMAN	reviewed	HPX	Homo sapiens (Human)	462	51,676		2
P02792	FRIL_HUMAN	reviewed	FTL	Homo sapiens (Human)	175	20,020		2
P02794	FRIH_HUMAN	reviewed	FTH1 FTH FTHL6 OK/SW-cl.84 PIG15	Homo sapiens (Human)	183	21,226		2
P02795	MT2_HUMAN	reviewed	MT2A CES1 MT2	Homo sapiens (Human)	61	6,042		1
P03905	NU4M_HUMAN	reviewed	MT-ND4 MTND4 NADH4 ND4	Homo sapiens (Human)	459	51,581	Mitochondrion	1
P03928	ATP8_HUMAN	reviewed	MT-ATP8 ATP8 ATPASE8 MTATP8	Homo sapiens (Human)	68	7,992	Mitochondrion	1
P04004	VTNC_HUMAN	reviewed	VTN	Homo sapiens (Human)	478	54,306		1
P04040	CATA_HUMAN	reviewed	CAT	Homo sapiens (Human)	527	59,756		3
P04062	GLCM_HUMAN	reviewed	GBA GC GLUC	Homo sapiens (Human)	536	59,716		3
P04066	FUCO_HUMAN	reviewed	FUCA1 Nbla10230	Homo sapiens (Human)	466	53,689		4
P04075	ALDOA_HUMAN	reviewed	ALDOA ALDA	Homo sapiens (Human)	364	39,420		2
P04080	CYTB_HUMAN	reviewed	CSTB CST6 STFB	Homo sapiens (Human)	98	11,140		2
P04083	ANXA1_HUMAN	reviewed	ANXA1 ANX1 LPC1	Homo sapiens (Human)	346	38,714		2
P04114	APOB_HUMAN	reviewed	APOB	Homo sapiens (Human)	4563	515,605		2
P04179	SODM_HUMAN	reviewed	SOD2	Homo sapiens (Human)	222	24,750		3
P04181	OAT_HUMAN	reviewed	OAT	Homo sapiens (Human)	439	48,535		1
P04198	MYCN_HUMAN	reviewed	MYCN BHLHE37 NMYC	Homo sapiens (Human)	464	49,561		2
P04217	A1BG_HUMAN	reviewed	A1BG	Homo sapiens (Human)	495	54,254		4
P04259	K2C6B_HUMAN	reviewed	KRT6B K6B KRTL1	Homo sapiens (Human)	564	60,067		5
P04264	K2C1_HUMAN	reviewed	KRT1 KRTA	Homo sapiens (Human)	644	66,039		6
P04278	SHBG_HUMAN	reviewed	SHBG	Homo sapiens (Human)	402	43,779		2
P04279	SEMG1_HUMAN	reviewed	SEMG1 SEMG	Homo sapiens (Human)	462	52,131		2
P04350	TBB4A_HUMAN	reviewed	TUBB4A TUBB4 TUBB5	Homo sapiens (Human)	444	49,586		2
P04406	G3P_HUMAN	reviewed	GAPDH GAPD CDABP0047 OK/SW-cl.12	Homo sapiens (Human)	335	36,053		3
P04424	ARLY_HUMAN	reviewed	ASL	Homo sapiens (Human)	464	51,658		4
P04632	CPNS1_HUMAN	reviewed	CAPNS1 CAPN4 CAPNS	Homo sapiens (Human)	268	28,316		1
P04732	MT1E_HUMAN	reviewed	MT1E	Homo sapiens (Human)	61	6,014		1
P04746	AMYP_HUMAN	reviewed	AMY2A	Homo sapiens (Human)	511	57,707		2
P04792	HSPB1_HUMAN	reviewed	HSPB1 HSP27 HSP28	Homo sapiens (Human)	205	22,783		2
P04843	RPN1_HUMAN	reviewed	RPN1	Homo sapiens (Human)	607	68,569		1
P04844	RPN2_HUMAN	reviewed	RPN2	Homo sapiens (Human)	631	69,284		3
P04899	GNAI2_HUMAN	reviewed	GNAI2 GNAI2B	Homo sapiens (Human)	355	40,451		3
P05023	AT1A1_HUMAN	reviewed	ATP1A1	Homo sapiens (Human)	1023	112,896		1
P05026	AT1B1_HUMAN	reviewed	ATP1B1 ATP1B	Homo sapiens (Human)	303	35,061		1
P05089	ARGI1_HUMAN	reviewed	ARG1	Homo sapiens (Human)	322	34,735		2
P05091	ALDH2_HUMAN	reviewed	ALDH2 ALDM	Homo sapiens (Human)	517	56,381		2
P05106	ITB3_HUMAN	reviewed	ITGB3 GP3A	Homo sapiens (Human)	788	87,058		2
P05109	S10A8_HUMAN	reviewed	S100A8 CAGA CFAG MRP8	Homo sapiens (Human)	93	10,835		1
P05114	HMGN1_HUMAN	reviewed	HMGN1 HMG14	Homo sapiens (Human)	100	10,659		3
P05141	ADT2_HUMAN	reviewed	SLC25A5 AAC2 ANT2	Homo sapiens (Human)	298	32,852		7
P05156	CFAI_HUMAN	reviewed	CFI IF	Homo sapiens (Human)	583	65,750		2
P05161	ISG15_HUMAN	reviewed	ISG15 G1P2 UCRP	Homo sapiens (Human)	165	17,888		5
P05165	PCCA_HUMAN	reviewed	PCCA	Homo sapiens (Human)	728	80,059		4
P05166	PCCB_HUMAN	reviewed	PCCB	Homo sapiens (Human)	539	58,216		3
P05198	IF2A_HUMAN	reviewed	EIF2S1 EIF2A	Homo sapiens (Human)	315	36,112		3
P05204	HMGN2_HUMAN	reviewed	HMGN2 HMG17	Homo sapiens (Human)	90	9,393		3
P05362	ICAM1_HUMAN	reviewed	ICAM1	Homo sapiens (Human)	532	57,825		2
P05386	RLA1_HUMAN	reviewed	RPLP1 RRP1	Homo sapiens (Human)	114	11,514		1
P05387	RLA2_HUMAN	reviewed	RPLP2 D11S2243E RPP2	Homo sapiens (Human)	115	11,665		1
P05388	RLA0_HUMAN	reviewed	RPLP0	Homo sapiens (Human)	317	34,274		1
P05413	FABPH_HUMAN	reviewed	FABP3 FABP11 MDGI	Homo sapiens (Human)	133	14,858		4
P05452	TETN_HUMAN	reviewed	CLEC3B TNA	Homo sapiens (Human)	202	22,537		3
P05455	LA_HUMAN	reviewed	SSB	Homo sapiens (Human)	408	46,837		2
P05543	THBG_HUMAN	reviewed	SERPINA7 TBG	Homo sapiens (Human)	415	46,325		2
P05546	HEP2_HUMAN	reviewed	SERPIND1 HCF2	Homo sapiens (Human)	499	57,071		3
P05556	ITB1_HUMAN	reviewed	ITGB1 FNRB MDF2 MSK12	Homo sapiens (Human)	798	88,415		2
P05783	K1C18_HUMAN	reviewed	KRT18 CYK18 PIG46	Homo sapiens (Human)	430	48,058		2
P05787	K2C8_HUMAN	reviewed	KRT8 CYK8	Homo sapiens (Human)	483	53,704		7
P05937	CALB1_HUMAN	reviewed	CALB1 CAB27	Homo sapiens (Human)	261	30,025		2
P05997	CO5A2_HUMAN	reviewed	COL5A2	Homo sapiens (Human)	1499	144,910		3
P06132	DCUP_HUMAN	reviewed	UROD	Homo sapiens (Human)	367	40,787		2
P06280	AGAL_HUMAN	reviewed	GLA	Homo sapiens (Human)	429	48,767		1
P06396	GELS_HUMAN	reviewed	GSN	Homo sapiens (Human)	782	85,698		1
P06454	PTMA_HUMAN	reviewed	PTMA TMSA	Homo sapiens (Human)	111	12,203		2
P06576	ATPB_HUMAN	reviewed	ATP5F1B ATP5B ATPMB ATPSB	Homo sapiens (Human)	529	56,560		3
P06702	S10A9_HUMAN	reviewed	S100A9 CAGB CFAG MRP14	Homo sapiens (Human)	114	13,242		1
P06703	S10A6_HUMAN	reviewed	S100A6 CACY	Homo sapiens (Human)	90	10,180		1
P06727	APOA4_HUMAN	reviewed	APOA4	Homo sapiens (Human)	396	45,372		4
P06730	IF4E_HUMAN	reviewed	EIF4E EIF4EL1 EIF4F	Homo sapiens (Human)	217	25,097		2
P06732	KCRM_HUMAN	reviewed	CKM CKMM	Homo sapiens (Human)	381	43,101		2
P06733	ENOA_HUMAN	reviewed	ENO1 ENO1L1 MBPB1 MPB1	Homo sapiens (Human)	434	47,169		2
P06744	G6PI_HUMAN	reviewed	GPI	Homo sapiens (Human)	558	63,147		4
P06748	NPM_HUMAN	reviewed	NPM1 NPM	Homo sapiens (Human)	294	32,575		2
P06753	TPM3_HUMAN	reviewed	TPM3	Homo sapiens (Human)	285	32,950		2
P06756	ITAV_HUMAN	reviewed	ITGAV MSK8 VNRA VTNR	Homo sapiens (Human)	1048	116,038		2
P06865	HEXA_HUMAN	reviewed	HEXA	Homo sapiens (Human)	529	60,703		2
P07093	GDN_HUMAN	reviewed	SERPINE2 PI7 PN1	Homo sapiens (Human)	398	44,002		1
P07099	HYEP_HUMAN	reviewed	EPHX1 EPHX EPOX	Homo sapiens (Human)	455	52,949		1
P07108	ACBP_HUMAN	reviewed	DBI	Homo sapiens (Human)	87	10,044		2
P07195	LDHB_HUMAN	reviewed	LDHB	Homo sapiens (Human)	334	36,638		2
P07203	GPX1_HUMAN	reviewed	GPX1	Homo sapiens (Human)	203	22,088		4
P07205	PGK2_HUMAN	reviewed	PGK2 PGKB	Homo sapiens (Human)	417	44,796		3
P07225	PROS_HUMAN	reviewed	PROS1 PROS	Homo sapiens (Human)	676	75,123		1
P07237	PDIA1_HUMAN	reviewed	P4HB ERBA2L PDI PDIA1 PO4DB	Homo sapiens (Human)	508	57,116		3
P07305	H10_HUMAN	reviewed	H1-0 H1F0 H1FV	Homo sapiens (Human)	194	20,863		3
P07339	CATD_HUMAN	reviewed	CTSD CPSD	Homo sapiens (Human)	412	44,552		1
P07355	ANXA2_HUMAN	reviewed	ANXA2 ANX2 ANX2L4 CAL1H LPC2D	Homo sapiens (Human)	339	38,604		2
P07384	CAN1_HUMAN	reviewed	CAPN1 CANPL1 PIG30	Homo sapiens (Human)	714	81,890		1
P07437	TBB5_HUMAN	reviewed	TUBB TUBB5 OK/SW-cl.56	Homo sapiens (Human)	444	49,671		2
P07476	INVO_HUMAN	reviewed	IVL	Homo sapiens (Human)	585	68,479		2
P07585	PGS2_HUMAN	reviewed	DCN SLRR1B	Homo sapiens (Human)	359	39,747		1
P07602	SAP_HUMAN	reviewed	PSAP GLBA SAP1	Homo sapiens (Human)	524	58,113		2
P07686	HEXB_HUMAN	reviewed	HEXB HCC7	Homo sapiens (Human)	556	63,111		3
P07711	CATL1_HUMAN	reviewed	CTSL CTSL1	Homo sapiens (Human)	333	37,564		2
P07737	PROF1_HUMAN	reviewed	PFN1	Homo sapiens (Human)	140	15,054		2
P07741	APT_HUMAN	reviewed	APRT	Homo sapiens (Human)	180	19,608		2
P07814	SYEP_HUMAN	reviewed	EPRS1 EPRS GLNS PARS QARS QPRS PIG32	Homo sapiens (Human)	1512	170,591		5
P07858	CATB_HUMAN	reviewed	CTSB CPSB	Homo sapiens (Human)	339	37,822		3
P07900	HS90A_HUMAN	reviewed	HSP90AA1 HSP90A HSPC1 HSPCA	Homo sapiens (Human)	732	84,660		5
P07910	HNRPC_HUMAN	reviewed	HNRNPC HNRPC	Homo sapiens (Human)	306	33,670		4
P07919	QCR6_HUMAN	reviewed	UQCRH	Homo sapiens (Human)	91	10,739		2
P07942	LAMB1_HUMAN	reviewed	LAMB1	Homo sapiens (Human)	1786	198,038		2
P07951	TPM2_HUMAN	reviewed	TPM2 TMSB	Homo sapiens (Human)	284	32,851		1
P07954	FUMH_HUMAN	reviewed	FH	Homo sapiens (Human)	510	54,637		3
P07996	TSP1_HUMAN	reviewed	THBS1 TSP TSP1	Homo sapiens (Human)	1170	129,383		2
P08123	CO1A2_HUMAN	reviewed	COL1A2	Homo sapiens (Human)	1366	129,314		7
P08133	ANXA6_HUMAN	reviewed	ANXA6 ANX6	Homo sapiens (Human)	673	75,873		3
P08134	RHOC_HUMAN	reviewed	RHOC ARH9 ARHC	Homo sapiens (Human)	193	22,006		1
P08174	DAF_HUMAN	reviewed	CD55 CR DAF	Homo sapiens (Human)	381	41,400		4
P08195	4F2_HUMAN	reviewed	SLC3A2 MDU1	Homo sapiens (Human)	630	67,994		3
P08237	PFKAM_HUMAN	reviewed	PFKM PFKX	Homo sapiens (Human)	780	85,183		2
P08238	HS90B_HUMAN	reviewed	HSP90AB1 HSP90B HSPC2 HSPCB	Homo sapiens (Human)	724	83,264		4
P08240	SRPRA_HUMAN	reviewed	SRPRA SRPR	Homo sapiens (Human)	638	69,811		2
P08243	ASNS_HUMAN	reviewed	ASNS TS11	Homo sapiens (Human)	561	64,370		4
P08294	SODE_HUMAN	reviewed	SOD3	Homo sapiens (Human)	240	25,851		2
P08493	MGP_HUMAN	reviewed	MGP MGLAP GIG36	Homo sapiens (Human)	103	12,353		2
P08559	ODPA_HUMAN	reviewed	PDHA1 PHE1A	Homo sapiens (Human)	390	43,296		3
P08571	CD14_HUMAN	reviewed	CD14	Homo sapiens (Human)	375	40,076		2
P08572	CO4A2_HUMAN	reviewed	COL4A2	Homo sapiens (Human)	1712	167,553		4
P08574	CY1_HUMAN	reviewed	CYC1	Homo sapiens (Human)	325	35,422		3
P08590	MYL3_HUMAN	reviewed	MYL3	Homo sapiens (Human)	195	21,932		3
P08621	RU17_HUMAN	reviewed	SNRNP70 RNPU1Z RPU1 SNRP70 U1AP1	Homo sapiens (Human)	437	51,557		2
P08648	ITA5_HUMAN	reviewed	ITGA5 FNRA	Homo sapiens (Human)	1049	114,536		2
P08670	VIME_HUMAN	reviewed	VIM	Homo sapiens (Human)	466	53,652		4
P08697	A2AP_HUMAN	reviewed	SERPINF2 AAP PLI	Homo sapiens (Human)	491	54,566		3
P08708	RS17_HUMAN	reviewed	RPS17 RPS17L	Homo sapiens (Human)	135	15,550		2
P08727	K1C19_HUMAN	reviewed	KRT19	Homo sapiens (Human)	400	44,106		4
P08729	K2C7_HUMAN	reviewed	KRT7 SCL	Homo sapiens (Human)	469	51,386		5
P08754	GNAI3_HUMAN	reviewed	GNAI3	Homo sapiens (Human)	354	40,532		3
P08758	ANXA5_HUMAN	reviewed	ANXA5 ANX5 ENX2 PP4	Homo sapiens (Human)	320	35,937		2
P08779	K1C16_HUMAN	reviewed	KRT16 KRT16A	Homo sapiens (Human)	473	51,268		4
P08865	RSSA_HUMAN	reviewed	RPSA LAMBR LAMR1	Homo sapiens (Human)	295	32,854		4
P08962	CD63_HUMAN	reviewed	CD63 MLA1 TSPAN30	Homo sapiens (Human)	238	25,637		2
P09001	RM03_HUMAN	reviewed	MRPL3 MRL3 RPML3	Homo sapiens (Human)	348	38,633		1
P09012	SNRPA_HUMAN	reviewed	SNRPA	Homo sapiens (Human)	282	31,280		3
P09038	FGF2_HUMAN	reviewed	FGF2 FGFB	Homo sapiens (Human)	288	30,770		3
P09104	ENOG_HUMAN	reviewed	ENO2	Homo sapiens (Human)	434	47,269		3
P09110	THIK_HUMAN	reviewed	ACAA1 ACAA PTHIO	Homo sapiens (Human)	424	44,292		2
